case_id,site_id,product_id,case_date,qty_required,case_status
96,1,3,2026-07-03,3,Fulfilled
97,2,3,2025-08-02,3,Fulfilled
98,2,7,2025-08-21,3,Fulfilled
99,2,3,2025-08-08,1,Fulfilled
100,2,7,2025-08-21,3,Fulfilled
101,2,3,2025-08-07,3,Fulfilled
102,2,3,2025-08-12,3,Fulfilled
103,2,7,2025-08-11,2,Fulfilled
104,2,2,2025-08-24,2,Delayed
105,2,3,2025-08-12,3,Fulfilled
106,2,3,2025-08-07,2,Fulfilled
107,2,3,2025-09-14,1,Fulfilled
108,2,7,2025-09-10,1,Fulfilled
109,2,7,2025-09-08,1,Fulfilled
110,2,7,2025-09-16,2,Fulfilled
111,2,3,2025-09-12,2,Fulfilled
112,2,7,2025-10-12,1,Fulfilled
113,2,7,2025-10-08,3,Fulfilled
114,2,3,2025-10-21,1,Fulfilled
115,2,7,2025-10-08,1,Fulfilled
116,2,3,2025-10-05,2,Fulfilled
117,2,2,2025-10-10,1,Fulfilled
118,2,3,2025-10-11,3,Fulfilled
119,2,3,2025-10-02,1,Fulfilled
120,2,2,2025-10-16,2,Fulfilled
121,2,7,2025-11-10,3,Fulfilled
122,2,2,2025-11-01,1,Fulfilled
123,2,7,2025-11-11,2,Fulfilled
124,2,3,2025-11-06,3,Fulfilled
125,2,2,2025-11-06,2,Fulfilled
126,2,2,2025-12-13,2,Delayed
127,2,7,2025-12-02,2,Fulfilled
128,2,2,2025-12-24,2,Fulfilled
129,2,7,2025-12-14,3,Delayed
130,2,3,2025-12-15,1,Fulfilled
131,2,7,2025-12-06,3,Delayed
132,2,2,2025-12-08,2,Fulfilled
133,2,7,2025-12-13,1,Fulfilled
134,2,2,2026-01-12,2,Fulfilled
135,2,3,2026-01-21,1,Fulfilled
136,2,7,2026-01-27,2,Fulfilled
137,2,2,2026-01-11,2,Fulfilled
138,2,3,2026-01-09,1,Fulfilled
139,2,7,2026-01-04,1,Fulfilled
140,2,3,2026-01-01,3,Fulfilled
141,2,3,2026-01-14,3,Fulfilled
142,2,2,2026-01-06,3,Fulfilled
143,2,3,2026-01-16,3,Fulfilled
144,2,3,2026-01-06,1,Fulfilled
145,2,7,2026-02-22,2,Fulfilled
146,2,2,2026-02-20,2,Fulfilled
147,2,7,2026-02-16,2,Fulfilled
148,2,2,2026-02-24,3,Fulfilled
149,2,7,2026-02-12,2,Fulfilled
150,2,2,2026-02-20,1,Fulfilled
151,2,3,2026-03-10,2,Fulfilled
152,2,3,2026-03-18,2,Fulfilled
153,2,3,2026-03-08,2,Fulfilled
154,2,7,2026-03-12,3,Fulfilled
155,2,3,2026-03-05,3,Fulfilled
156,2,7,2026-03-19,1,Fulfilled
157,2,2,2026-03-19,1,Fulfilled
158,2,3,2026-03-01,2,Fulfilled
159,2,2,2026-04-24,1,Fulfilled
160,2,7,2026-04-19,1,Fulfilled
161,2,7,2026-04-09,1,Fulfilled
162,2,2,2026-04-12,2,Fulfilled
163,2,2,2026-04-06,1,Fulfilled
164,2,2,2026-04-09,3,Fulfilled
165,2,2,2026-04-26,1,Fulfilled
166,2,3,2026-04-17,2,Fulfilled
167,2,2,2026-04-14,3,Fulfilled
168,2,2,2026-04-26,1,Fulfilled
169,2,3,2026-04-04,3,Fulfilled
170,2,2,2026-05-12,1,Fulfilled
171,2,7,2026-05-15,2,Fulfilled
172,2,2,2026-05-16,1,Fulfilled
173,2,2,2026-05-22,2,Fulfilled
174,2,2,2026-05-11,1,Fulfilled
175,2,7,2026-05-26,1,Fulfilled
176,2,7,2026-05-10,2,Fulfilled
177,2,3,2026-06-03,3,Fulfilled
178,2,3,2026-06-18,2,Fulfilled
179,2,3,2026-06-08,3,Fulfilled
180,2,7,2026-06-19,1,Fulfilled
181,2,3,2026-06-06,1,Fulfilled
182,2,3,2026-07-22,3,Fulfilled
183,2,7,2026-07-25,1,Fulfilled
184,2,2,2026-07-20,1,Fulfilled
185,2,7,2026-07-14,3,Fulfilled
186,2,2,2026-07-06,2,Fulfilled
187,2,2,2026-07-02,2,Fulfilled
188,2,7,2026-07-09,3,Fulfilled
189,2,7,2026-07-04,3,Fulfilled
190,2,3,2026-07-12,1,Fulfilled
191,3,8,2025-08-08,3,Fulfilled
192,3,5,2025-08-06,2,Fulfilled
193,3,3,2025-08-14,2,Fulfilled
194,3,3,2025-08-15,1,Fulfilled
195,3,6,2025-08-22,2,Fulfilled
196,3,3,2025-08-18,2,Fulfilled
197,3,8,2025-08-20,3,Fulfilled
198,3,5,2025-08-11,1,Fulfilled
199,3,7,2025-08-17,1,Delayed
200,3,5,2025-09-22,2,Fulfilled
201,3,3,2025-09-22,3,Delayed
202,3,5,2025-09-07,2,Fulfilled
203,3,5,2025-09-24,1,Fulfilled
204,3,7,2025-09-07,3,Cancelled
205,3,5,2025-09-03,1,Fulfilled
206,3,3,2025-09-05,1,Fulfilled
207,3,8,2025-09-16,2,Fulfilled
208,3,2,2025-09-01,2,Fulfilled
209,3,8,2025-09-16,1,Fulfilled
210,3,8,2025-09-17,2,Fulfilled
211,3,2,2025-09-19,1,Fulfilled
212,3,3,2025-10-02,2,Fulfilled
213,3,3,2025-10-22,3,Cancelled
214,3,8,2025-10-21,3,Fulfilled
215,3,2,2025-10-05,3,Fulfilled
216,3,2,2025-10-17,1,Fulfilled
217,3,5,2025-10-25,1,Fulfilled
218,3,3,2025-10-10,1,Fulfilled
219,3,7,2025-10-10,2,Fulfilled
220,3,2,2025-10-25,1,Fulfilled
221,3,2,2025-10-10,3,Fulfilled
222,3,3,2025-10-15,1,Fulfilled
223,3,5,2025-11-26,1,Fulfilled
224,3,8,2025-11-21,2,Fulfilled
225,3,7,2025-11-22,3,Delayed
226,3,3,2025-11-15,2,Fulfilled
227,3,7,2025-11-21,3,Delayed
228,3,2,2025-11-14,3,Fulfilled
229,3,3,2025-11-26,2,Fulfilled
230,3,3,2025-11-23,2,Fulfilled
231,3,3,2025-11-09,2,Fulfilled
232,3,6,2025-12-12,2,Fulfilled
233,3,2,2025-12-01,2,Fulfilled
234,3,7,2025-12-02,3,Delayed
235,3,8,2025-12-17,1,Fulfilled
236,3,3,2025-12-21,3,Cancelled
237,3,2,2025-12-21,3,Fulfilled
238,3,2,2025-12-05,1,Fulfilled
239,3,2,2025-12-07,2,Delayed
240,3,5,2025-12-22,1,Fulfilled
241,3,5,2026-01-22,3,Fulfilled
242,3,2,2026-01-16,2,Fulfilled
243,3,5,2026-01-15,3,Fulfilled
244,3,2,2026-01-15,3,Fulfilled
245,3,5,2026-01-16,1,Fulfilled
246,3,2,2026-01-09,3,Fulfilled
247,3,2,2026-01-08,3,Fulfilled
248,3,5,2026-01-10,1,Fulfilled
249,3,2,2026-01-11,2,Fulfilled
250,3,2,2026-01-13,1,Fulfilled
251,3,5,2026-01-17,3,Fulfilled
252,3,3,2026-02-03,1,Fulfilled
253,3,3,2026-02-05,3,Delayed
254,3,3,2026-02-10,2,Fulfilled
255,3,8,2026-02-12,1,Fulfilled
256,3,7,2026-02-21,2,Fulfilled
257,3,7,2026-02-12,3,Delayed
258,3,3,2026-03-10,2,Delayed
259,3,8,2026-03-01,2,Fulfilled
260,3,6,2026-03-23,2,Fulfilled
261,3,2,2026-03-23,2,Fulfilled
262,3,2,2026-03-17,3,Fulfilled
263,3,2,2026-03-24,2,Fulfilled
264,3,8,2026-03-14,2,Fulfilled
265,3,3,2026-03-12,1,Fulfilled
266,3,5,2026-03-26,2,Fulfilled
267,3,8,2026-03-05,3,Fulfilled
268,3,5,2026-03-02,3,Fulfilled
269,3,5,2026-04-09,2,Fulfilled
270,3,2,2026-04-22,2,Fulfilled
271,3,5,2026-04-12,2,Fulfilled
272,3,6,2026-04-14,3,Fulfilled
273,3,7,2026-04-05,3,Delayed
274,3,2,2026-04-10,2,Fulfilled
275,3,7,2026-04-02,2,Fulfilled
276,3,7,2026-04-10,1,Fulfilled
277,3,7,2026-04-16,1,Fulfilled
278,3,6,2026-04-07,3,Fulfilled
279,3,8,2026-05-21,3,Fulfilled
280,3,3,2026-05-08,3,Delayed
281,3,8,2026-05-27,1,Fulfilled
282,3,3,2026-05-02,1,Fulfilled
283,3,3,2026-05-15,1,Fulfilled
284,3,5,2026-05-09,1,Delayed
285,3,7,2026-06-04,2,Fulfilled
286,3,5,2026-06-09,2,Fulfilled
287,3,6,2026-06-21,1,Fulfilled
288,3,7,2026-06-18,1,Fulfilled
289,3,6,2026-06-23,3,Fulfilled
290,3,6,2026-06-25,1,Fulfilled
291,3,8,2026-06-01,2,Fulfilled
292,3,7,2026-06-13,2,Fulfilled
293,3,5,2026-07-07,1,Fulfilled
294,3,6,2026-07-24,1,Fulfilled
295,3,6,2026-07-13,2,Fulfilled
296,3,7,2026-07-17,3,Delayed
297,3,6,2026-07-05,1,Fulfilled
298,3,6,2026-07-27,1,Fulfilled
299,3,2,2026-07-21,2,Fulfilled
300,3,6,2026-07-07,3,Fulfilled
301,3,7,2026-07-09,1,Fulfilled
302,4,2,2025-08-27,1,Fulfilled
303,4,3,2025-08-02,1,Fulfilled
304,4,4,2025-08-24,2,Fulfilled
305,4,5,2025-08-25,3,Delayed
306,4,2,2025-08-07,2,Fulfilled
307,4,7,2025-08-08,2,Fulfilled
308,4,7,2025-08-10,1,Fulfilled
309,4,2,2025-08-03,2,Fulfilled
310,4,7,2025-09-04,3,Fulfilled
311,4,7,2025-09-03,1,Fulfilled
312,4,5,2025-09-25,1,Fulfilled
313,4,5,2025-09-21,2,Delayed
314,4,1,2025-09-05,3,Fulfilled
315,4,1,2025-09-18,2,Fulfilled
316,4,2,2025-09-08,3,Delayed
317,4,4,2025-09-27,1,Fulfilled
318,4,7,2025-09-14,1,Fulfilled
319,4,2,2025-09-19,1,Fulfilled
320,4,1,2025-09-02,2,Fulfilled
321,4,1,2025-10-21,2,Fulfilled
322,4,4,2025-10-10,2,Fulfilled
323,4,7,2025-10-06,2,Fulfilled
324,4,5,2025-10-11,2,Cancelled
325,4,4,2025-11-07,2,Fulfilled
326,4,3,2025-11-24,3,Fulfilled
327,4,3,2025-11-13,2,Fulfilled
328,4,4,2025-11-23,2,Fulfilled
329,4,7,2025-11-27,2,Fulfilled
330,4,4,2025-12-21,3,Fulfilled
331,4,5,2025-12-26,3,Delayed
332,4,4,2025-12-05,3,Fulfilled
333,4,7,2025-12-04,3,Fulfilled
334,4,2,2025-12-24,2,Delayed
335,4,5,2025-12-09,3,Delayed
336,4,2,2025-12-11,3,Delayed
337,4,1,2025-12-16,3,Delayed
338,4,2,2025-12-09,1,Fulfilled
339,4,5,2025-12-15,3,Delayed
340,4,1,2026-01-10,2,Fulfilled
341,4,7,2026-01-02,2,Fulfilled
342,4,4,2026-01-05,3,Fulfilled
343,4,7,2026-01-27,2,Fulfilled
344,4,5,2026-01-18,1,Fulfilled
345,4,3,2026-01-15,2,Fulfilled
346,4,3,2026-01-11,1,Fulfilled
347,4,7,2026-01-22,1,Fulfilled
348,4,2,2026-01-02,2,Fulfilled
349,4,2,2026-01-25,1,Fulfilled
350,4,1,2026-02-04,2,Fulfilled
351,4,7,2026-02-21,1,Fulfilled
352,4,7,2026-02-11,1,Fulfilled
353,4,7,2026-02-19,1,Fulfilled
354,4,5,2026-02-07,3,Delayed
355,4,5,2026-02-02,3,Cancelled
356,4,1,2026-02-23,2,Fulfilled
357,4,5,2026-02-20,3,Delayed
358,4,3,2026-02-21,2,Fulfilled
359,4,7,2026-03-15,3,Fulfilled
360,4,2,2026-03-25,3,Cancelled
361,4,2,2026-03-09,2,Fulfilled
362,4,7,2026-03-23,1,Fulfilled
363,4,3,2026-03-23,1,Fulfilled
364,4,7,2026-04-12,3,Fulfilled
365,4,4,2026-04-22,2,Fulfilled
366,4,3,2026-04-17,1,Delayed
367,4,3,2026-04-01,3,Fulfilled
368,4,3,2026-04-15,2,Fulfilled
369,4,1,2026-05-05,3,Fulfilled
370,4,5,2026-05-06,1,Fulfilled
371,4,4,2026-05-26,3,Fulfilled
372,4,5,2026-05-22,1,Fulfilled
373,4,5,2026-05-11,1,Fulfilled
374,4,7,2026-05-16,1,Fulfilled
375,4,1,2026-05-01,3,Fulfilled
376,4,7,2026-05-12,2,Fulfilled
377,4,5,2026-05-11,1,Fulfilled
378,4,1,2026-05-19,2,Fulfilled
379,4,7,2026-06-04,3,Fulfilled
380,4,7,2026-06-14,3,Fulfilled
381,4,7,2026-06-07,3,Fulfilled
382,4,4,2026-06-03,1,Fulfilled
383,4,1,2026-06-06,2,Fulfilled
384,4,5,2026-06-10,2,Cancelled
385,4,3,2026-06-04,2,Fulfilled
386,4,4,2026-06-27,2,Fulfilled
387,4,7,2026-06-01,1,Fulfilled
388,4,2,2026-07-26,3,Delayed
389,4,2,2026-07-04,3,Delayed
390,4,2,2026-07-12,1,Fulfilled
391,4,5,2026-07-10,2,Delayed
392,4,1,2026-07-23,2,Fulfilled
393,5,2,2025-08-05,3,Fulfilled
394,5,3,2025-08-05,3,Fulfilled
395,5,6,2025-08-26,1,Fulfilled
396,5,5,2025-08-11,3,Fulfilled
397,5,1,2025-09-02,2,Fulfilled
398,5,7,2025-09-21,2,Fulfilled
399,5,2,2025-09-17,3,Fulfilled
400,5,8,2025-09-18,1,Fulfilled
401,5,7,2025-09-18,1,Fulfilled
402,5,1,2025-09-03,1,Fulfilled
403,5,3,2025-09-09,1,Fulfilled
404,5,8,2025-10-26,1,Fulfilled
405,5,8,2025-10-18,2,Fulfilled
406,5,1,2025-10-22,3,Fulfilled
407,5,5,2025-10-04,1,Fulfilled
408,5,7,2025-10-15,2,Delayed
409,5,1,2025-10-01,3,Fulfilled
410,5,3,2025-10-26,2,Fulfilled
411,5,3,2025-10-25,1,Fulfilled
412,5,6,2025-10-17,1,Fulfilled
413,5,3,2025-10-09,2,Fulfilled
414,5,2,2025-10-23,1,Fulfilled
415,5,3,2025-11-25,1,Fulfilled
416,5,2,2025-11-01,1,Fulfilled
417,5,6,2025-11-18,1,Fulfilled
418,5,8,2025-11-17,2,Fulfilled
419,5,8,2025-11-01,2,Fulfilled
420,5,5,2025-11-22,3,Fulfilled
421,5,7,2025-12-15,2,Fulfilled
422,5,6,2025-12-10,1,Delayed
423,5,7,2025-12-05,2,Fulfilled
424,5,8,2025-12-17,1,Fulfilled
425,5,8,2025-12-07,1,Fulfilled
426,5,8,2025-12-02,3,Fulfilled
427,5,5,2025-12-09,3,Fulfilled
428,5,7,2025-12-24,3,Fulfilled
429,5,8,2026-01-22,3,Fulfilled
430,5,8,2026-01-23,2,Fulfilled
431,5,8,2026-01-06,1,Fulfilled
432,5,1,2026-01-01,3,Fulfilled
433,5,1,2026-01-01,2,Fulfilled
434,5,1,2026-01-15,1,Fulfilled
435,5,7,2026-01-20,3,Fulfilled
436,5,1,2026-01-13,1,Fulfilled
437,5,2,2026-01-09,1,Fulfilled
438,5,3,2026-01-18,1,Fulfilled
439,5,2,2026-01-16,1,Fulfilled
440,5,3,2026-02-07,1,Fulfilled
441,5,2,2026-02-03,2,Fulfilled
442,5,2,2026-02-21,3,Fulfilled
443,5,5,2026-02-05,3,Fulfilled
444,5,8,2026-02-02,3,Fulfilled
445,5,5,2026-02-14,3,Fulfilled
446,5,3,2026-03-04,1,Delayed
447,5,1,2026-03-07,3,Fulfilled
448,5,6,2026-03-19,2,Fulfilled
449,5,1,2026-03-26,1,Fulfilled
450,5,6,2026-03-26,2,Fulfilled
451,5,7,2026-03-16,1,Fulfilled
452,5,8,2026-03-12,2,Fulfilled
453,5,5,2026-03-16,2,Fulfilled
454,5,7,2026-03-18,1,Fulfilled
455,5,7,2026-03-05,2,Fulfilled
456,5,1,2026-03-15,3,Fulfilled
457,5,2,2026-04-25,2,Fulfilled
458,5,8,2026-04-02,2,Fulfilled
459,5,7,2026-04-12,2,Fulfilled
460,5,1,2026-04-13,1,Fulfilled
461,5,1,2026-04-18,3,Fulfilled
462,5,2,2026-04-05,1,Fulfilled
463,5,2,2026-05-27,2,Fulfilled
464,5,7,2026-05-09,1,Fulfilled
465,5,5,2026-05-26,2,Fulfilled
466,5,7,2026-05-20,2,Fulfilled
467,5,7,2026-05-18,1,Fulfilled
468,5,3,2026-05-05,3,Fulfilled
469,5,5,2026-05-24,1,Fulfilled
470,5,8,2026-06-03,1,Fulfilled
471,5,1,2026-06-16,1,Fulfilled
472,5,7,2026-06-18,3,Fulfilled
473,5,6,2026-06-17,1,Fulfilled
474,5,6,2026-06-23,2,Fulfilled
475,5,5,2026-07-27,1,Fulfilled
476,5,2,2026-07-16,3,Fulfilled
477,5,3,2026-07-26,1,Fulfilled
478,5,5,2026-07-22,3,Fulfilled
479,6,7,2025-08-12,3,Fulfilled
480,6,5,2025-08-04,2,Fulfilled
481,6,6,2025-08-19,3,Fulfilled
482,6,1,2025-08-10,3,Fulfilled
483,6,1,2025-08-17,3,Fulfilled
484,6,1,2025-08-18,2,Fulfilled
485,6,4,2025-08-25,2,Fulfilled
486,6,2,2025-08-08,2,Fulfilled
487,6,7,2025-08-24,3,Fulfilled
488,6,2,2025-08-21,1,Fulfilled
489,6,1,2025-08-01,3,Fulfilled
490,6,3,2025-09-21,3,Fulfilled
491,6,3,2025-09-03,2,Fulfilled
492,6,6,2025-09-24,2,Fulfilled
493,6,6,2025-09-05,1,Fulfilled
494,6,6,2025-09-24,3,Delayed
495,6,5,2025-09-02,3,Fulfilled
496,6,6,2025-09-21,3,Delayed
497,6,6,2025-09-22,2,Fulfilled
498,6,2,2025-09-02,3,Fulfilled
499,6,7,2025-10-15,3,Delayed
500,6,2,2025-10-18,3,Delayed
501,6,6,2025-10-23,2,Delayed
502,6,6,2025-10-27,1,Fulfilled
503,6,6,2025-10-02,1,Fulfilled
504,6,1,2025-10-27,3,Fulfilled
505,6,7,2025-10-18,3,Fulfilled
506,6,5,2025-10-09,3,Fulfilled
507,6,1,2025-11-04,3,Fulfilled
508,6,1,2025-11-05,3,Fulfilled
509,6,2,2025-11-27,2,Fulfilled
510,6,1,2025-11-11,1,Fulfilled
511,6,6,2025-11-24,2,Fulfilled
512,6,7,2025-11-19,2,Fulfilled
513,6,3,2025-12-26,3,Fulfilled
514,6,6,2025-12-07,3,Fulfilled
515,6,6,2025-12-21,1,Fulfilled
516,6,3,2025-12-09,1,Fulfilled
517,6,7,2026-01-12,2,Fulfilled
518,6,3,2026-01-03,3,Cancelled
519,6,5,2026-01-10,3,Fulfilled
520,6,2,2026-01-12,3,Fulfilled
521,6,7,2026-01-18,2,Fulfilled
522,6,5,2026-01-22,3,Fulfilled
523,6,7,2026-01-27,1,Fulfilled
524,6,4,2026-01-02,2,Fulfilled
525,6,1,2026-01-10,2,Fulfilled
526,6,5,2026-02-24,3,Fulfilled
527,6,2,2026-02-24,1,Fulfilled
528,6,6,2026-02-22,3,Fulfilled
529,6,2,2026-02-22,3,Delayed
530,6,7,2026-02-04,3,Fulfilled
531,6,1,2026-02-04,1,Fulfilled
532,6,6,2026-02-18,2,Fulfilled
533,6,4,2026-02-18,2,Fulfilled
534,6,2,2026-02-22,2,Fulfilled
535,6,1,2026-02-16,3,Fulfilled
536,6,7,2026-03-20,3,Fulfilled
537,6,5,2026-03-10,1,Fulfilled
538,6,7,2026-03-03,3,Fulfilled
539,6,4,2026-03-14,3,Delayed
540,6,4,2026-03-09,1,Fulfilled
541,6,5,2026-03-09,2,Fulfilled
542,6,5,2026-03-23,1,Fulfilled
543,6,3,2026-04-10,2,Fulfilled
544,6,4,2026-04-20,3,Delayed
545,6,3,2026-04-22,2,Fulfilled
546,6,2,2026-04-23,1,Fulfilled
547,6,5,2026-04-15,2,Fulfilled
548,6,2,2026-05-14,3,Fulfilled
549,6,6,2026-05-08,1,Fulfilled
550,6,5,2026-05-08,2,Fulfilled
551,6,3,2026-05-03,2,Fulfilled
552,6,2,2026-05-06,3,Fulfilled
553,6,2,2026-05-19,3,Fulfilled
554,6,2,2026-05-01,1,Fulfilled
555,6,5,2026-05-17,1,Fulfilled
556,6,7,2026-05-14,2,Fulfilled
557,6,2,2026-05-13,1,Fulfilled
558,6,1,2026-05-18,1,Fulfilled
559,6,2,2026-05-16,3,Fulfilled
560,6,4,2026-06-04,3,Delayed
561,6,6,2026-06-18,2,Fulfilled
562,6,1,2026-06-13,1,Fulfilled
563,6,3,2026-06-13,1,Fulfilled
564,6,4,2026-06-01,1,Fulfilled
565,6,1,2026-06-09,1,Fulfilled
566,6,7,2026-07-26,3,Fulfilled
567,6,5,2026-07-11,1,Fulfilled
568,6,3,2026-07-23,3,Fulfilled
569,6,6,2026-07-23,3,Fulfilled
570,6,1,2026-07-23,2,Fulfilled
571,6,1,2026-07-09,3,Fulfilled
572,6,6,2026-07-15,2,Fulfilled
573,6,3,2026-07-15,3,Fulfilled
574,7,2,2025-08-23,3,Fulfilled
575,7,7,2025-08-18,2,Fulfilled
576,7,4,2025-08-21,1,Fulfilled
577,7,5,2025-08-03,2,Fulfilled
578,7,1,2025-09-08,2,Fulfilled
579,7,4,2025-09-24,3,Fulfilled
580,7,2,2025-09-08,1,Fulfilled
581,7,4,2025-09-04,1,Fulfilled
582,7,2,2025-09-16,1,Fulfilled
583,7,7,2025-09-20,3,Fulfilled
584,7,2,2025-09-02,1,Delayed
585,7,4,2025-09-24,1,Fulfilled
586,7,5,2025-10-07,1,Fulfilled
587,7,7,2025-10-11,2,Fulfilled
588,7,8,2025-10-07,3,Fulfilled
589,7,4,2025-10-04,3,Fulfilled
590,7,8,2025-10-13,1,Fulfilled
591,7,1,2025-10-19,2,Fulfilled
592,7,4,2025-11-10,3,Fulfilled
593,7,7,2025-11-23,2,Fulfilled
594,7,5,2025-11-18,1,Fulfilled
595,7,5,2025-11-12,1,Fulfilled
596,7,4,2025-11-01,3,Fulfilled
597,7,8,2025-11-05,2,Fulfilled
598,7,6,2025-11-07,1,Fulfilled
599,7,5,2025-11-10,1,Fulfilled
600,7,4,2025-11-11,1,Fulfilled
601,7,2,2025-11-13,2,Fulfilled
602,7,4,2025-12-19,1,Fulfilled
603,7,2,2025-12-05,3,Fulfilled
604,7,8,2025-12-04,2,Fulfilled
605,7,7,2025-12-10,2,Fulfilled
606,7,4,2025-12-16,2,Fulfilled
607,7,5,2025-12-26,2,Fulfilled
608,7,4,2025-12-14,1,Fulfilled
609,7,4,2025-12-25,2,Fulfilled
610,7,5,2025-12-21,2,Fulfilled
611,7,4,2025-12-24,1,Fulfilled
612,7,7,2025-12-02,2,Fulfilled
613,7,5,2025-12-05,2,Fulfilled
614,7,7,2026-01-18,2,Fulfilled
615,7,6,2026-01-03,3,Fulfilled
616,7,8,2026-01-19,3,Fulfilled
617,7,1,2026-01-15,2,Fulfilled
618,7,5,2026-01-05,3,Delayed
619,7,2,2026-02-26,3,Delayed
620,7,7,2026-02-20,3,Fulfilled
621,7,5,2026-02-23,1,Fulfilled
622,7,2,2026-02-20,1,Fulfilled
623,7,5,2026-02-05,1,Fulfilled
624,7,5,2026-02-08,2,Fulfilled
625,7,5,2026-02-27,3,Cancelled
626,7,7,2026-02-05,3,Fulfilled
627,7,2,2026-03-11,2,Fulfilled
628,7,7,2026-03-22,3,Delayed
629,7,2,2026-03-13,2,Fulfilled
630,7,6,2026-03-03,2,Fulfilled
631,7,7,2026-03-20,2,Fulfilled
632,7,7,2026-03-23,1,Fulfilled
633,7,5,2026-04-02,2,Fulfilled
634,7,4,2026-04-07,2,Fulfilled
635,7,2,2026-04-18,3,Fulfilled
636,7,1,2026-04-25,1,Fulfilled
637,7,6,2026-04-24,3,Fulfilled
638,7,2,2026-04-01,1,Fulfilled
639,7,6,2026-05-03,3,Fulfilled
