demand_id,site_id,product_id,usage_month,qty_used
263,2,13,2026-06-01,1
264,2,13,2026-07-01,2
265,2,11,2025-08-01,0
266,2,11,2025-09-01,2
267,2,11,2025-10-01,1
268,2,11,2025-11-01,1
269,2,11,2025-12-01,1
270,2,11,2026-01-01,1
271,2,11,2026-02-01,1
272,2,11,2026-03-01,1
273,2,11,2026-04-01,1
274,2,11,2026-05-01,1
275,2,11,2026-06-01,1
276,2,11,2026-07-01,1
277,2,16,2025-08-01,7
278,2,16,2025-09-01,6
279,2,16,2025-10-01,13
280,2,16,2025-11-01,6
281,2,16,2025-12-01,5
282,2,16,2026-01-01,8
283,2,16,2026-02-01,6
284,2,16,2026-03-01,8
285,2,16,2026-04-01,8
286,2,16,2026-05-01,9
287,2,16,2026-06-01,8
288,2,16,2026-07-01,6
289,2,25,2025-08-01,48
290,2,25,2025-09-01,39
291,2,25,2025-10-01,34
292,2,25,2025-11-01,58
293,2,25,2025-12-01,39
294,2,25,2026-01-01,53
295,2,25,2026-02-01,55
296,2,25,2026-03-01,55
297,2,25,2026-04-01,48
298,2,25,2026-05-01,40
299,2,25,2026-06-01,39
300,2,25,2026-07-01,37
301,2,15,2025-08-01,3
302,2,15,2025-09-01,10
303,2,15,2025-10-01,9
304,2,15,2025-11-01,10
305,2,15,2025-12-01,8
306,2,15,2026-01-01,10
307,2,15,2026-02-01,5
308,2,15,2026-03-01,5
309,2,15,2026-04-01,2
310,2,15,2026-05-01,8
311,2,15,2026-06-01,6
312,2,15,2026-07-01,6
313,2,19,2025-08-01,9
314,2,19,2025-09-01,7
315,2,19,2025-10-01,5
316,2,19,2025-11-01,14
317,2,19,2025-12-01,8
318,2,19,2026-01-01,5
319,2,19,2026-02-01,6
320,2,19,2026-03-01,8
321,2,19,2026-04-01,8
322,2,19,2026-05-01,11
323,2,19,2026-06-01,8
324,2,19,2026-07-01,12
325,2,22,2025-08-01,35
326,2,22,2025-09-01,45
327,2,22,2025-10-01,52
328,2,22,2025-11-01,54
329,2,22,2025-12-01,56
330,2,22,2026-01-01,37
331,2,22,2026-02-01,40
332,2,22,2026-03-01,10
333,2,22,2026-04-01,38
334,2,22,2026-05-01,53
335,2,22,2026-06-01,51
336,2,22,2026-07-01,39
337,2,2,2025-08-01,2
338,2,2,2025-09-01,1
339,2,2,2025-10-01,1
340,2,2,2025-11-01,1
341,2,2,2025-12-01,1
342,2,2,2026-01-01,2
343,2,2,2026-02-01,2
344,2,2,2026-03-01,2
345,2,2,2026-04-01,1
346,2,2,2026-05-01,1
347,2,2,2026-06-01,1
348,2,2,2026-07-01,2
349,2,9,2025-08-01,1
350,2,9,2025-09-01,1
351,2,9,2025-10-01,1
352,2,9,2025-11-01,1
353,2,9,2025-12-01,2
354,2,9,2026-01-01,1
355,2,9,2026-02-01,1
356,2,9,2026-03-01,1
357,2,9,2026-04-01,1
358,2,9,2026-05-01,1
359,2,9,2026-06-01,1
360,2,9,2026-07-01,1
361,2,7,2025-08-01,2
362,2,7,2025-09-01,1
363,2,7,2025-10-01,2
364,2,7,2025-11-01,1
365,2,7,2025-12-01,1
366,2,7,2026-01-01,2
367,2,7,2026-02-01,2
368,2,7,2026-03-01,2
369,2,7,2026-04-01,2
370,2,7,2026-05-01,2
371,2,7,2026-06-01,1
372,2,7,2026-07-01,1
373,2,17,2025-08-01,5
374,2,17,2025-09-01,4
375,2,17,2025-10-01,12
376,2,17,2025-11-01,3
377,2,17,2025-12-01,11
378,2,17,2026-01-01,6
379,2,17,2026-02-01,11
380,2,17,2026-03-01,3
381,2,17,2026-04-01,7
382,2,17,2026-05-01,11
383,2,17,2026-06-01,10
384,2,17,2026-07-01,7
385,2,18,2025-08-01,3
386,2,18,2025-09-01,5
387,2,18,2025-10-01,11
388,2,18,2025-11-01,7
389,2,18,2025-12-01,8
390,2,18,2026-01-01,9
391,2,18,2026-02-01,5
392,2,18,2026-03-01,9
393,2,18,2026-04-01,7
394,2,18,2026-05-01,9
395,2,18,2026-06-01,7
396,2,18,2026-07-01,4
397,2,3,2025-08-01,1
398,2,3,2025-09-01,2
399,2,3,2025-10-01,2
400,2,3,2025-11-01,2
401,2,3,2025-12-01,2
402,2,3,2026-01-01,1
403,2,3,2026-02-01,2
404,2,3,2026-03-01,1
405,2,3,2026-04-01,2
406,2,3,2026-05-01,2
407,2,3,2026-06-01,1
408,2,3,2026-07-01,1
409,3,8,2025-08-01,2
410,3,8,2025-09-01,1
411,3,8,2025-10-01,2
412,3,8,2025-11-01,3
413,3,8,2025-12-01,2
414,3,8,2026-01-01,2
415,3,8,2026-02-01,1
416,3,8,2026-03-01,2
417,3,8,2026-04-01,2
418,3,8,2026-05-01,2
419,3,8,2026-06-01,2
420,3,8,2026-07-01,1
421,3,16,2025-08-01,8
422,3,16,2025-09-01,6
423,3,16,2025-10-01,10
424,3,16,2025-11-01,7
425,3,16,2025-12-01,10
426,3,16,2026-01-01,4
427,3,16,2026-02-01,9
428,3,16,2026-03-01,6
429,3,16,2026-04-01,10
430,3,16,2026-05-01,8
431,3,16,2026-06-01,7
432,3,16,2026-07-01,7
433,3,2,2025-08-01,1
434,3,2,2025-09-01,2
435,3,2,2025-10-01,1
436,3,2,2025-11-01,1
437,3,2,2025-12-01,2
438,3,2,2026-01-01,2
439,3,2,2026-02-01,1
440,3,2,2026-03-01,1
441,3,2,2026-04-01,2
442,3,2,2026-05-01,1
443,3,2,2026-06-01,1
444,3,2,2026-07-01,1
445,3,11,2025-08-01,1
446,3,11,2025-09-01,1
447,3,11,2025-10-01,1
448,3,11,2025-11-01,1
449,3,11,2025-12-01,1
450,3,11,2026-01-01,1
451,3,11,2026-02-01,1
452,3,11,2026-03-01,1
453,3,11,2026-04-01,1
454,3,11,2026-05-01,1
455,3,11,2026-06-01,1
456,3,11,2026-07-01,1
457,3,23,2025-08-01,54
458,3,23,2025-09-01,55
459,3,23,2025-10-01,56
460,3,23,2025-11-01,43
461,3,23,2025-12-01,40
462,3,23,2026-01-01,35
463,3,23,2026-02-01,18
464,3,23,2026-03-01,24
465,3,23,2026-04-01,38
466,3,23,2026-05-01,39
467,3,23,2026-06-01,57
468,3,23,2026-07-01,56
469,3,3,2025-08-01,1
470,3,3,2025-09-01,2
471,3,3,2025-10-01,1
472,3,3,2025-11-01,2
473,3,3,2025-12-01,2
474,3,3,2026-01-01,2
475,3,3,2026-02-01,1
476,3,3,2026-03-01,2
477,3,3,2026-04-01,1
478,3,3,2026-05-01,2
479,3,3,2026-06-01,1
480,3,3,2026-07-01,1
481,3,5,2025-08-01,1
482,3,5,2025-09-01,1
483,3,5,2025-10-01,2
484,3,5,2025-11-01,1
485,3,5,2025-12-01,2
486,3,5,2026-01-01,2
487,3,5,2026-02-01,2
488,3,5,2026-03-01,2
489,3,5,2026-04-01,1
490,3,5,2026-05-01,2
491,3,5,2026-06-01,2
492,3,5,2026-07-01,2
493,3,6,2025-08-01,1
494,3,6,2025-09-01,3
495,3,6,2025-10-01,2
496,3,6,2025-11-01,2
497,3,6,2025-12-01,2
498,3,6,2026-01-01,2
499,3,6,2026-02-01,2
500,3,6,2026-03-01,1
501,3,6,2026-04-01,2
502,3,6,2026-05-01,1
503,3,6,2026-06-01,1
504,3,6,2026-07-01,1
505,3,20,2025-08-01,4
506,3,20,2025-09-01,4
507,3,20,2025-10-01,11
508,3,20,2025-11-01,9
509,3,20,2025-12-01,2
510,3,20,2026-01-01,7
511,3,20,2026-02-01,10
512,3,20,2026-03-01,7
513,3,20,2026-04-01,11
514,3,20,2026-05-01,11
515,3,20,2026-06-01,5
516,3,20,2026-07-01,8
517,3,10,2025-08-01,1
518,3,10,2025-09-01,1
519,3,10,2025-10-01,1
520,3,10,2025-11-01,1
521,3,10,2025-12-01,1
522,3,10,2026-01-01,1
523,3,10,2026-02-01,1
524,3,10,2026-03-01,1
525,3,10,2026-04-01,1
526,3,10,2026-05-01,1
527,3,10,2026-06-01,1
528,3,10,2026-07-01,1
529,3,14,2025-08-01,1
530,3,14,2025-09-01,2
531,3,14,2025-10-01,0
532,3,14,2025-11-01,0
533,3,14,2025-12-01,1
534,3,14,2026-01-01,1
535,3,14,2026-02-01,1
536,3,14,2026-03-01,1
537,3,14,2026-04-01,1
538,3,14,2026-05-01,1
539,3,14,2026-06-01,1
540,3,14,2026-07-01,1
541,3,18,2025-08-01,4
542,3,18,2025-09-01,5
543,3,18,2025-10-01,5
544,3,18,2025-11-01,11
545,3,18,2025-12-01,9
546,3,18,2026-01-01,8
547,3,18,2026-02-01,9
548,3,18,2026-03-01,8
549,3,18,2026-04-01,5
550,3,18,2026-05-01,9
551,3,18,2026-06-01,8
552,3,18,2026-07-01,5
553,3,12,2025-08-01,1
554,3,12,2025-09-01,1
555,3,12,2025-10-01,1
556,3,12,2025-11-01,1
557,3,12,2025-12-01,1
558,3,12,2026-01-01,1
559,3,12,2026-02-01,1
560,3,12,2026-03-01,1
561,3,12,2026-04-01,1
562,3,12,2026-05-01,1
563,3,12,2026-06-01,1
564,3,12,2026-07-01,1
565,3,15,2025-08-01,10
566,3,15,2025-09-01,4
567,3,15,2025-10-01,8
568,3,15,2025-11-01,7
569,3,15,2025-12-01,11
570,3,15,2026-01-01,8
571,3,15,2026-02-01,9
572,3,15,2026-03-01,4
573,3,15,2026-04-01,7
574,3,15,2026-05-01,6
575,3,15,2026-06-01,14
576,3,15,2026-07-01,6
577,3,24,2025-08-01,41
578,3,24,2025-09-01,42
579,3,24,2025-10-01,21
580,3,24,2025-11-01,34
581,3,24,2025-12-01,45
582,3,24,2026-01-01,41
583,3,24,2026-02-01,12
584,3,24,2026-03-01,33
585,3,24,2026-04-01,52
586,3,24,2026-05-01,47
587,3,24,2026-06-01,55
588,3,24,2026-07-01,28
589,3,25,2025-08-01,55
590,3,25,2025-09-01,39
591,3,25,2025-10-01,59
592,3,25,2025-11-01,40
593,3,25,2025-12-01,15
594,3,25,2026-01-01,50
595,3,25,2026-02-01,35
596,3,25,2026-03-01,35
597,3,25,2026-04-01,23
598,3,25,2026-05-01,59
599,3,25,2026-06-01,34
600,3,25,2026-07-01,59
601,3,7,2025-08-01,1
602,3,7,2025-09-01,1
603,3,7,2025-10-01,2
604,3,7,2025-11-01,1
605,3,7,2025-12-01,1
606,3,7,2026-01-01,1
607,3,7,2026-02-01,1
608,3,7,2026-03-01,2
609,3,7,2026-04-01,1
610,3,7,2026-05-01,1
611,3,7,2026-06-01,1
612,3,7,2026-07-01,2
613,3,9,2025-08-01,1
614,3,9,2025-09-01,1
615,3,9,2025-10-01,1
616,3,9,2025-11-01,2
617,3,9,2025-12-01,1
618,3,9,2026-01-01,1
619,3,9,2026-02-01,1
620,3,9,2026-03-01,1
621,3,9,2026-04-01,1
622,3,9,2026-05-01,1
623,3,9,2026-06-01,1
624,3,9,2026-07-01,1
625,4,3,2025-08-01,2
626,4,3,2025-09-01,2
627,4,3,2025-10-01,2
628,4,3,2025-11-01,2
629,4,3,2025-12-01,1
630,4,3,2026-01-01,3
631,4,3,2026-02-01,1
632,4,3,2026-03-01,1
633,4,3,2026-04-01,1
634,4,3,2026-05-01,1
635,4,3,2026-06-01,2
636,4,3,2026-07-01,3
637,4,9,2025-08-01,1
638,4,9,2025-09-01,1
639,4,9,2025-10-01,1
640,4,9,2025-11-01,1
641,4,9,2025-12-01,2
642,4,9,2026-01-01,1
643,4,9,2026-02-01,1
644,4,9,2026-03-01,1
645,4,9,2026-04-01,1
646,4,9,2026-05-01,1
647,4,9,2026-06-01,1
648,4,9,2026-07-01,1
649,4,5,2025-08-01,2
650,4,5,2025-09-01,2
651,4,5,2025-10-01,1
652,4,5,2025-11-01,2
653,4,5,2025-12-01,2
654,4,5,2026-01-01,1
655,4,5,2026-02-01,1
656,4,5,2026-03-01,2
657,4,5,2026-04-01,2
658,4,5,2026-05-01,1
659,4,5,2026-06-01,2
660,4,5,2026-07-01,2
661,4,16,2025-08-01,2
662,4,16,2025-09-01,8
663,4,16,2025-10-01,7
664,4,16,2025-11-01,4
665,4,16,2025-12-01,8
666,4,16,2026-01-01,8
667,4,16,2026-02-01,8
668,4,16,2026-03-01,7
669,4,16,2026-04-01,6
670,4,16,2026-05-01,5
671,4,16,2026-06-01,6
672,4,16,2026-07-01,10
673,4,20,2025-08-01,9
674,4,20,2025-09-01,8
675,4,20,2025-10-01,6
676,4,20,2025-11-01,7
677,4,20,2025-12-01,10
678,4,20,2026-01-01,9
679,4,20,2026-02-01,7
680,4,20,2026-03-01,2
681,4,20,2026-04-01,6
682,4,20,2026-05-01,7
683,4,20,2026-06-01,6
684,4,20,2026-07-01,7
685,4,11,2025-08-01,1
686,4,11,2025-09-01,1
687,4,11,2025-10-01,1
688,4,11,2025-11-01,1
689,4,11,2025-12-01,1
690,4,11,2026-01-01,0
691,4,11,2026-02-01,1
692,4,11,2026-03-01,1
693,4,11,2026-04-01,1
694,4,11,2026-05-01,1
695,4,11,2026-06-01,1
696,4,11,2026-07-01,1
697,4,7,2025-08-01,1
698,4,7,2025-09-01,1
699,4,7,2025-10-01,2
700,4,7,2025-11-01,2
701,4,7,2025-12-01,2
702,4,7,2026-01-01,1
703,4,7,2026-02-01,1
704,4,7,2026-03-01,1
705,4,7,2026-04-01,2
706,4,7,2026-05-01,2
707,4,7,2026-06-01,2
708,4,7,2026-07-01,2
709,4,12,2025-08-01,1
710,4,12,2025-09-01,1
711,4,12,2025-10-01,1
712,4,12,2025-11-01,1
713,4,12,2025-12-01,1
714,4,12,2026-01-01,1
715,4,12,2026-02-01,1
716,4,12,2026-03-01,1
717,4,12,2026-04-01,1
718,4,12,2026-05-01,1
719,4,12,2026-06-01,2
720,4,12,2026-07-01,1
721,4,23,2025-08-01,27
722,4,23,2025-09-01,37
723,4,23,2025-10-01,59
724,4,23,2025-11-01,24
725,4,23,2025-12-01,31
726,4,23,2026-01-01,53
727,4,23,2026-02-01,37
728,4,23,2026-03-01,39
729,4,23,2026-04-01,53
730,4,23,2026-05-01,31
731,4,23,2026-06-01,22
732,4,23,2026-07-01,23
733,4,24,2025-08-01,47
734,4,24,2025-09-01,43
735,4,24,2025-10-01,32
736,4,24,2025-11-01,26
737,4,24,2025-12-01,37
738,4,24,2026-01-01,53
739,4,24,2026-02-01,30
740,4,24,2026-03-01,32
741,4,24,2026-04-01,26
742,4,24,2026-05-01,36
743,4,24,2026-06-01,44
744,4,24,2026-07-01,65
745,4,21,2025-08-01,9
746,4,21,2025-09-01,8
747,4,21,2025-10-01,10
748,4,21,2025-11-01,10
749,4,21,2025-12-01,7
750,4,21,2026-01-01,14
751,4,21,2026-02-01,8
752,4,21,2026-03-01,9
753,4,21,2026-04-01,9
754,4,21,2026-05-01,9
755,4,21,2026-06-01,12
756,4,21,2026-07-01,7
757,4,19,2025-08-01,10
758,4,19,2025-09-01,8
759,4,19,2025-10-01,10
760,4,19,2025-11-01,7
761,4,19,2025-12-01,7
762,4,19,2026-01-01,10
763,4,19,2026-02-01,9
764,4,19,2026-03-01,6
765,4,19,2026-04-01,11
766,4,19,2026-05-01,10
767,4,19,2026-06-01,8
768,4,19,2026-07-01,7
769,4,2,2025-08-01,2
770,4,2,2025-09-01,2
771,4,2,2025-10-01,1
772,4,2,2025-11-01,2
773,4,2,2025-12-01,2
774,4,2,2026-01-01,0
775,4,2,2026-02-01,2
776,4,2,2026-03-01,2
777,4,2,2026-04-01,2
778,4,2,2026-05-01,2
779,4,2,2026-06-01,1
780,4,2,2026-07-01,1
781,4,1,2025-08-01,0
782,4,1,2025-09-01,1
783,4,1,2025-10-01,1
784,4,1,2025-11-01,0
785,4,1,2025-12-01,1
786,4,1,2026-01-01,0
787,4,1,2026-02-01,1
788,4,1,2026-03-01,0
789,4,1,2026-04-01,1
790,4,1,2026-05-01,9
791,4,1,2026-06-01,1
792,4,1,2026-07-01,6
793,4,4,2025-08-01,1
794,4,4,2025-09-01,1
795,4,4,2025-10-01,2
796,4,4,2025-11-01,2
797,4,4,2025-12-01,2
798,4,4,2026-01-01,1
799,4,4,2026-02-01,1
800,4,4,2026-03-01,1
801,4,4,2026-04-01,1
802,4,4,2026-05-01,2
803,4,4,2026-06-01,2
804,4,4,2026-07-01,2
805,4,17,2025-08-01,7
806,4,17,2025-09-01,8
807,4,17,2025-10-01,10
808,4,17,2025-11-01,7
809,4,17,2025-12-01,7
810,4,17,2026-01-01,6
811,4,17,2026-02-01,7
812,4,17,2026-03-01,8
813,4,17,2026-04-01,6
814,4,17,2026-05-01,9
815,4,17,2026-06-01,9
816,4,17,2026-07-01,8
817,4,18,2025-08-01,6
818,4,18,2025-09-01,8
819,4,18,2025-10-01,7
820,4,18,2025-11-01,8
821,4,18,2025-12-01,11
822,4,18,2026-01-01,5
823,4,18,2026-02-01,13
824,4,18,2026-03-01,8
825,4,18,2026-04-01,9
826,4,18,2026-05-01,6
827,4,18,2026-06-01,11
828,4,18,2026-07-01,8
829,4,14,2025-08-01,1
830,4,14,2025-09-01,1
831,4,14,2025-10-01,1
832,4,14,2025-11-01,1
833,4,14,2025-12-01,1
834,4,14,2026-01-01,1
835,4,14,2026-02-01,1
836,4,14,2026-03-01,1
837,4,14,2026-04-01,1
838,4,14,2026-05-01,1
839,4,14,2026-06-01,1
840,4,14,2026-07-01,1
841,5,16,2025-08-01,8
842,5,16,2025-09-01,9
843,5,16,2025-10-01,8
844,5,16,2025-11-01,4
845,5,16,2025-12-01,7
846,5,16,2026-01-01,7
847,5,16,2026-02-01,6
848,5,16,2026-03-01,7
849,5,16,2026-04-01,8
850,5,16,2026-05-01,5
851,5,16,2026-06-01,6
852,5,16,2026-07-01,12
853,5,17,2025-08-01,4
854,5,17,2025-09-01,8
855,5,17,2025-10-01,5
856,5,17,2025-11-01,6
857,5,17,2025-12-01,8
858,5,17,2026-01-01,6
859,5,17,2026-02-01,9
860,5,17,2026-03-01,11
861,5,17,2026-04-01,10
862,5,17,2026-05-01,10
863,5,17,2026-06-01,5
864,5,17,2026-07-01,7
865,5,15,2025-08-01,9
866,5,15,2025-09-01,10
867,5,15,2025-10-01,12
868,5,15,2025-11-01,11
869,5,15,2025-12-01,10
870,5,15,2026-01-01,14
871,5,15,2026-02-01,8
872,5,15,2026-03-01,7
873,5,15,2026-04-01,8
874,5,15,2026-05-01,6
875,5,15,2026-06-01,8
876,5,15,2026-07-01,4
877,5,7,2025-08-01,1
878,5,7,2025-09-01,1
879,5,7,2025-10-01,2
880,5,7,2025-11-01,2
881,5,7,2025-12-01,1
882,5,7,2026-01-01,2
883,5,7,2026-02-01,2
884,5,7,2026-03-01,2
885,5,7,2026-04-01,1
886,5,7,2026-05-01,1
887,5,7,2026-06-01,2
888,5,7,2026-07-01,2
889,5,5,2025-08-01,2
890,5,5,2025-09-01,2
891,5,5,2025-10-01,1
892,5,5,2025-11-01,1
893,5,5,2025-12-01,2
894,5,5,2026-01-01,2
895,5,5,2026-02-01,1
896,5,5,2026-03-01,2
897,5,5,2026-04-01,1
898,5,5,2026-05-01,1
899,5,5,2026-06-01,2
900,5,5,2026-07-01,2
901,5,14,2025-08-01,1
902,5,14,2025-09-01,1
903,5,14,2025-10-01,1
904,5,14,2025-11-01,1
905,5,14,2025-12-01,1
906,5,14,2026-01-01,1
907,5,14,2026-02-01,1
908,5,14,2026-03-01,1
909,5,14,2026-04-01,1
910,5,14,2026-05-01,1
911,5,14,2026-06-01,1
912,5,14,2026-07-01,2
913,5,3,2025-08-01,2
914,5,3,2025-09-01,2
915,5,3,2025-10-01,1
916,5,3,2025-11-01,1
917,5,3,2025-12-01,2
918,5,3,2026-01-01,1
919,5,3,2026-02-01,2
920,5,3,2026-03-01,1
921,5,3,2026-04-01,1
922,5,3,2026-05-01,2
923,5,3,2026-06-01,1
924,5,3,2026-07-01,1
925,5,8,2025-08-01,2
926,5,8,2025-09-01,2
927,5,8,2025-10-01,1
928,5,8,2025-11-01,1
929,5,8,2025-12-01,1
930,5,8,2026-01-01,1
